id	Protein.IDs	Majority.protein.IDs	Ratio.H.L.normalized.SNA vs Sham_Rep1	Ratio.H.L.variability.....SNA vs Sham_Rep1	Ratio.H.L.normalized.SNA vs Sham_Rep2	Ratio.H.L.variability.....SNA vs Sham_Rep2	Ratio.H.L.normalized.SNA vs Sham_Rep3	Ratio.H.L.variability.....SNA vs Sham_Rep3	Ratio.H.L.normalized.DCA vs Lam_Rep1	Ratio.H.L.variability.....DCA vs Lam_Rep1	Ratio.H.L.normalized.DCA vs Lam_Rep2	Ratio.H.L.variability.....DCA vs Lam_Rep2	Ratio.H.L.normalized.DCA vs Lam_Rep3	Ratio.H.L.normalized.Central vs Peripheral_Rep1	Ratio.H.L.variability.....Central vs Peripheral_Rep1	Ratio.H.L.normalized.Central vs Peripheral_Rep2	Ratio.H.L.variability.....Central vs Peripheral_Rep2	Ratio.H.L.normalized.Central vs Peripheral_Rep3	Ratio.H.L.variability.....Central vs Peripheral_Rep3	Intensity.L.SNA vs Sham_Rep1	Intensity.H.SNA vs Sham_Rep1	Intensity.L.SNA vs Sham_Rep2	Intensity.H.SNA vs Sham_Rep2	Intensity.L.SNA vs Sham_Rep3	Intensity.H.SNA vs Sham_Rep3	Intensity.L.DCA vs Lam_Rep1	Intensity.H.DCA vs Lam_Rep1	Intensity.L.DCA vs Lam_Rep2	Intensity.H.DCA vs Lam_Rep2	Intensity.L.DCA vs Lam_Rep3	Intensity.H.DCA vs Lam_Rep3	Intensity.L.Central vs Peripheral_Rep1	Intensity.H.Central vs Peripheral_Rep1	Intensity.L.Central vs Peripheral_Rep2	Intensity.H.Central vs Peripheral_Rep2	Intensity.L.Central vs Peripheral_Rep3	Intensity.H.Central vs Peripheral_Rep3	Description	external_gene_names	label	Log2.Ratio.H.L.normalized.SNA vs Sham_Rep1	Log2.Ratio.H.L.normalized.SNA vs Sham_Rep2	Log2.Ratio.H.L.normalized.SNA vs Sham_Rep3	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep1	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep2	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep3	Log2.Ratio.H.L.normalized.Central vs Peripheral_Rep1	Log2.Ratio.H.L.normalized.Central vs Peripheral_Rep2	Log2.Ratio.H.L.normalized.Central vs Peripheral_Rep3
4040	ENSMUSP00000113921;ENSMUSP00000022204;ENSMUSP00000112715;ENSMUSP00000125644;ENSMUSP00000113361;ENSMUSP00000124517;ENSMUSP00000125591;ENSMUSP00000058084;ENSMUSP00000102044;ENSMUSP00000064261	ENSMUSP00000113921;ENSMUSP00000022204;ENSMUSP00000112715;ENSMUSP00000125644;ENSMUSP00000113361	0.85512	25.04	1.0359	37.287	1.434	42.79	1.2575	17.216	0.97998	19.495	0.82533	NA	NA	1.2847	46.143	0.98762	59.847	140550000	106370000	50174000	87104000	36957000	67320000	11283000	13308000	159670000	188010000	195520000	183500000	0	0	76852000	86372000	63765000	45498000	kinesin family member 2A [Source:MGI Symbol;Acc:MGI:108390];kinesin family member 2B [Source:MGI Symbol;Acc:MGI:1920720];kinesin family member 2C [Source:MGI Symbol;Acc:MGI:1921054];kinesin family member 2C [Source:MGI Symbol;Acc:MGI:1921054];kinesin family member 2A [Source:MGI Symbol;Acc:MGI:108390];kinesin family member 2A [Source:MGI Symbol;Acc:MGI:108390];kinesin family member 2A [Source:MGI Symbol;Acc:MGI:108390];kinesin family member 2A [Source:MGI Symbol;Acc:MGI:108390];kinesin family member 2A [Source:MGI Symbol;Acc:MGI:108390];kinesin family member 2A [Source:MGI Symbol;Acc:MGI:108390]	Kif2a;Kif2b;Kif2c;Kif2c;Kif2a;Kif2a;Kif2a;Kif2a;Kif2a;Kif2a	Kif2a	-0.225801206	0.05088474	0.520045024	0.3305584	-0.029175789	-0.276957013	NA	0.361431504	-0.017972043
4041	ENSMUSP00000114000;ENSMUSP00000041299;ENSMUSP00000118200;ENSMUSP00000117439	ENSMUSP00000114000;ENSMUSP00000041299	1.1568	35.264	1.0292	23.994	0.9023	15.852	0.70175	13.102	0.92335	11.419	0.98611	0.46322	45.478	0.74501	57.594	0.96133	16.413	5442800000	6586600000	3102100000	5816200000	7347800000	5889200000	512490000	389120000	1426100000	2226300000	2622100000	1737200000	2245300000	635240000	4797600000	2496400000	3566500000	2038900000	ubiquitin specific peptidase 5 (isopeptidase T) [Source:MGI Symbol;Acc:MGI:1347343];ubiquitin specific peptidase 5 (isopeptidase T) [Source:MGI Symbol;Acc:MGI:1347343];ubiquitin specific peptidase 5 (isopeptidase T) [Source:MGI Symbol;Acc:MGI:1347343];ubiquitin specific peptidase 5 (isopeptidase T) [Source:MGI Symbol;Acc:MGI:1347343]	Usp5;Usp5;Usp5;Usp5	Usp5	0.210139457	0.041523362	-0.148320909	-0.510970936	-0.115050483	-0.020179508	-1.11023055	-0.424668304	-0.056896339
4042	ENSMUSP00000114006;ENSMUSP00000132910;ENSMUSP00000048997;ENSMUSP00000119501	ENSMUSP00000114006;ENSMUSP00000132910;ENSMUSP00000048997	NA	NA	NA	NA	NA	NA	NA	NA	1.6104	8.4684	NA	NA	NA	2.3065	72.719	3.6368	53.552	0	0	0	0	3171800	3186200	0	0	850780	4599000	0	0	0	0	21439000	56247000	21706000	41647000	golgi integral membrane protein 4 [Source:MGI Symbol;Acc:MGI:1920374];golgi integral membrane protein 4 [Source:MGI Symbol;Acc:MGI:1920374];golgi integral membrane protein 4 [Source:MGI Symbol;Acc:MGI:1920374];golgi integral membrane protein 4 [Source:MGI Symbol;Acc:MGI:1920374]	Golim4;Golim4;Golim4;Golim4	Golim4	NA	NA	NA	NA	0.687419077	NA	NA	1.205705292	1.862669589
4043	ENSMUSP00000114028;ENSMUSP00000112888	ENSMUSP00000114028;ENSMUSP00000112888	NA	NA	NA	NA	NA	NA	NA	NA	1.6335	45.813	1.0117	1.2388	17.993	0.52188	14.066	NA	NA	11138000	12210000	7913700	10475000	0	0	9029600	6468900	15818000	35909000	33584000	17700000	35550000	30675000	48174000	20405000	14360000	5882900	ankyrin repeat domain 29 [Source:MGI Symbol;Acc:MGI:2687055];ankyrin repeat domain 29 [Source:MGI Symbol;Acc:MGI:2687055]	Ankrd29;Ankrd29	Ankrd29	NA	NA	NA	NA	0.707966455	0.01678155	0.308943288	-0.93820998	NA
4044	ENSMUSP00000114234;ENSMUSP00000119565;ENSMUSP00000102337;ENSMUSP00000113991;ENSMUSP00000113866;ENSMUSP00000102338;ENSMUSP00000115797;ENSMUSP00000117717	ENSMUSP00000114234;ENSMUSP00000119565;ENSMUSP00000102337;ENSMUSP00000113991;ENSMUSP00000113866;ENSMUSP00000102338	1.2357	7.9076	1.0711	12.433	0.8001	6.8545	1.012	10.563	1.0931	47.199	1.0373	1.4367	132.47	0.47865	42.103	0.58641	45.39	357400000	583080000	232210000	589090000	449700000	411340000	32304000	23951000	62130000	90460000	98097000	52567000	176800000	124070000	105520000	44859000	74997000	36259000	RIKEN cDNA 0610037L13 gene [Source:MGI Symbol;Acc:MGI:1921348];RIKEN cDNA 0610037L13 gene [Source:MGI Symbol;Acc:MGI:1921348];RIKEN cDNA 0610037L13 gene [Source:MGI Symbol;Acc:MGI:1921348];RIKEN cDNA 0610037L13 gene [Source:MGI Symbol;Acc:MGI:1921348];RIKEN cDNA 0610037L13 gene [Source:MGI Symbol;Acc:MGI:1921348];RIKEN cDNA 0610037L13 gene [Source:MGI Symbol;Acc:MGI:1921348];RIKEN cDNA 0610037L13 gene [Source:MGI Symbol;Acc:MGI:1921348];RIKEN cDNA 0610037L13 gene [Source:MGI Symbol;Acc:MGI:1921348]	0610037L13Rik;0610037L13Rik;0610037L13Rik;0610037L13Rik;0610037L13Rik;0610037L13Rik;0610037L13Rik;0610037L13Rik	0610037L13Rik	0.305328532	0.099093179	-0.321747769	0.01720929	0.128425389	0.0528332	0.522758841	-1.062956986	-0.770018389
4045	ENSMUSP00000119275;ENSMUSP00000118169;ENSMUSP00000114350	ENSMUSP00000119275;ENSMUSP00000118169;ENSMUSP00000114350	1.883	10.909	2.4801	21.869	1.9136	17.002	0.93743	11.847	1.2719	30.587	1.5846	0.4272	45.204	0.70197	73.665	0.44642	29.116	906830000	1853400000	141690000	731280000	1527500000	2304400000	179390000	162460000	100990000	186190000	190260000	120370000	601640000	201450000	659950000	303040000	535520000	224580000	"lectin, galactose binding, soluble 3 [Source:MGI Symbol;Acc:MGI:96778];lectin, galactose binding, soluble 3 [Source:MGI Symbol;Acc:MGI:96778];lectin, galactose binding, soluble 3 [Source:MGI Symbol;Acc:MGI:96778]"	Lgals3;Lgals3;Lgals3	Lgals3	0.913033	1.310398293	0.936289295	-0.09321713	0.346985247	0.664118707	-1.227016448	-0.510518719	-1.163526432
4046	ENSMUSP00000114485;ENSMUSP00000128891;ENSMUSP00000122447;ENSMUSP00000118318;ENSMUSP00000119153;ENSMUSP00000116711	ENSMUSP00000114485;ENSMUSP00000128891;ENSMUSP00000122447;ENSMUSP00000118318;ENSMUSP00000119153	NA	NA	NA	NA	0.91823	4.8219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22885000	19335000	5730200	18824000	106300000	129890000	0	0	2693900	2695500	0	0	0	0	0	0	0	0	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 [Source:MGI Symbol;Acc:MGI:1314653];myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 [Source:MGI Symbol;Acc:MGI:1314653];myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 [Source:MGI Symbol;Acc:MGI:1314653];myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 [Source:MGI Symbol;Acc:MGI:1314653];myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 [Source:MGI Symbol;Acc:MGI:1314653];myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 [Source:MGI Symbol;Acc:MGI:1314653]"	Mllt4;Mllt4;Mllt4;Mllt4;Mllt4;Mllt4	Mllt4	NA	NA	-0.123072527	NA	NA	NA	NA	NA	NA
4047	ENSMUSP00000114504;ENSMUSP00000118863	ENSMUSP00000114504	0.87549	18.12	0.91576	11.462	0.93514	5.3523	NA	NA	0.83436	8.983	0.85964	1.0533	250.47	6.2642	276.18	4.4401	307.01	431090000	388490000	146130000	262390000	226550000	193730000	13107000	9117600	90145000	151680000	189190000	115980000	74063000	131670000	313030000	211430000	256410000	102410000	tetratricopeptide repeat domain 38 [Source:MGI Symbol;Acc:MGI:2146198];tetratricopeptide repeat domain 38 [Source:MGI Symbol;Acc:MGI:2146198]	Ttc38;Ttc38	Ttc38	-0.191837395	-0.126958545	-0.096745728	NA	-0.2612581	-0.21819548	0.074916402	2.647130275	2.150592169
4048	ENSMUSP00000114522	ENSMUSP00000114522	0.93866	23.439	0.5359	24.138	1.0133	20.365	1.2129	13.895	0.81092	45.796	0.79336	0.78848	71.277	0.87019	16.529	0.69856	71.117	1000500000	975160000	744990000	788630000	705260000	927770000	8747800	19045000	301290000	328550000	407520000	230600000	33880000	53690000	306010000	298830000	441910000	282280000	AHNAK nucleoprotein 2 [Source:MGI Symbol;Acc:MGI:2144831]	Ahnak2	Ahnak2	-0.091325413	-0.899964279	0.019061365	0.278460609	-0.3023685	-0.333952434	-0.342853934	-0.200597657	-0.517544059
4050	ENSMUSP00000114540;ENSMUSP00000114064;ENSMUSP00000031053	ENSMUSP00000114540;ENSMUSP00000114064	NA	NA	1.3029	26.215	0.62066	30.482	NA	NA	0.54246	143.63	0.81756	NA	NA	0.49599	2.8617	NA	NA	13156000	22975000	14794000	33298000	44848000	26417000	0	0	6326700	6571700	9596000	4630600	0	0	57504000	22821000	16044000	2688200	ketohexokinase [Source:MGI Symbol;Acc:MGI:1096353]	Khk	Khk	NA	0.381726359	-0.688124924	NA	-0.882411335	-0.290603482	NA	-1.011617061	NA
4052	ENSMUSP00000114839;ENSMUSP00000131690	ENSMUSP00000114839	1.0641	11.536	1.2214	16.41	1.1821	16.318	1.1199	8.2667	0.98619	14.001	1.0412	1.2656	24.619	1.4767	20.058	1.2638	10.386	3.91E+09	5585900000	1648900000	5030900000	3805400000	4779200000	1.35E+09	1284700000	1670700000	2.57E+09	2938200000	2357200000	2.10E+09	1497500000	3017100000	2964600000	2927100000	2915400000	"actin related protein 2/3 complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1915339];actin related protein 2/3 complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1915339]"	Arpc4;Arpc4	Arpc4	0.089633736	0.28853575	0.241352086	0.163369914	-0.020062471	0.058247217	0.339821505	0.562376764	0.337768171
4053	ENSMUSP00000114873;ENSMUSP00000101977	ENSMUSP00000114873;ENSMUSP00000101977	NA	NA	1.0504	13.51	0.83585	1.4532	NA	NA	NA	NA	NA	NA	NA	0.46442	5.625	0.28571	6.8085	77618000	90767000	49152000	126470000	171570000	147570000	8980200	10097000	9698800	14843000	0	0	41063000	12930000	140520000	42628000	150030000	33521000	bolA-like 2 (E. coli) [Source:MGI Symbol;Acc:MGI:1913412];bolA-like 2 (E. coli) [Source:MGI Symbol;Acc:MGI:1913412]	Bola2;Bola2	Bola2	NA	0.070938821	-0.258684033	NA	NA	NA	NA	-1.106497992	-1.807376563
4054	ENSMUSP00000124613;ENSMUSP00000136184;ENSMUSP00000114931;ENSMUSP00000124002	ENSMUSP00000124613;ENSMUSP00000136184;ENSMUSP00000114931;ENSMUSP00000124002	0.92842	14.873	0.8643	16.206	1.0234	9.0341	1.187	15.706	1.2039	28.48	1.03	0.91788	33.976	1.9558	25.31	1.8837	15.925	1093200000	1040300000	674300000	1175300000	791980000	837390000	5821000	5571700	226590000	478600000	905280000	541570000	149330000	98956000	1022100000	1107200000	721400000	811430000	fibronectin type III and SPRY domain containing 1-like [Source:MGI Symbol;Acc:MGI:2442443];fibronectin type III and SPRY domain containing 1-like [Source:MGI Symbol;Acc:MGI:2442443];fibronectin type III and SPRY domain containing 1-like [Source:MGI Symbol;Acc:MGI:2442443];fibronectin type III and SPRY domain containing 1-like [Source:MGI Symbol;Acc:MGI:2442443]	Fsd1l;Fsd1l;Fsd1l;Fsd1l	Fsd1l	-0.107150493	-0.210395934	0.033370138	0.247319935	0.267715562	0.042644337	-0.123622541	0.967758848	0.913569218
4056	ENSMUSP00000115062;ENSMUSP00000117252	ENSMUSP00000115062;ENSMUSP00000117252	2.9796	228.4	0.53105	11.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	373040000	327010000	23504000	21374000	6715200	6136700	3274000	2949000	0	0	0	0	0	0	0	0	0	0	desmoplakin [Source:MGI Symbol;Acc:MGI:109611];desmoplakin [Source:MGI Symbol;Acc:MGI:109611]	Dsp;Dsp	Dsp	1.575118667	-0.913080393	NA	NA	NA	NA	NA	NA	NA
4057	ENSMUSP00000115320;ENSMUSP00000025464	ENSMUSP00000115320;ENSMUSP00000025464	0.67986	90.23	NA	NA	1.4491	9.624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29554000	42117000	13253000	37134000	33332000	44954000	0	0	0	0	10733000	12662000	17829000	4905500	17694000	6462500	49207000	28345000	thioredoxin-like 4A [Source:MGI Symbol;Acc:MGI:1351613];thioredoxin-like 4A [Source:MGI Symbol;Acc:MGI:1351613]	Txnl4a;Txnl4a	Txnl4a	-0.556690405	NA	0.535157156	NA	NA	NA	NA	NA	NA
4058	ENSMUSP00000115420;ENSMUSP00000137324;ENSMUSP00000103817	ENSMUSP00000115420;ENSMUSP00000137324;ENSMUSP00000103817	0.98183	9.6501	1.1628	12.214	1.017	20.274	0.99926	9.6868	0.97794	13.982	1.087	0.75787	115.32	2.6798	223.1	0.37131	245.69	391680000	452730000	89400000	281040000	182960000	230650000	56157000	51567000	86851000	106820000	160640000	111330000	101450000	67337000	54054000	89630000	130270000	78394000	"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2150386];DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2150386];DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2150386]"	Dcun1d1;Dcun1d1;Dcun1d1	Dcun1d1	-0.026454846	0.217602977	0.024319679	-0.00106799	-0.032182141	0.12035194	-0.399977696	1.422125333	-1.429303925
4061	ENSMUSP00000118093;ENSMUSP00000115500;ENSMUSP00000022163	ENSMUSP00000118093;ENSMUSP00000115500;ENSMUSP00000022163	1.5592	9.8894	1.5238	3.9834	1.2729	6.9534	NA	NA	1.1237	11.189	1.1453	NA	NA	0.55513	3.7257	0.77033	26.862	138060000	287700000	132430000	431790000	103460000	194970000	0	0	20468000	20424000	76626000	62490000	93581000	30925000	51218000	22074000	39996000	23540000	basic transcription factor 3 [Source:MGI Symbol;Acc:MGI:1202875];basic transcription factor 3 [Source:MGI Symbol;Acc:MGI:1202875];basic transcription factor 3 [Source:MGI Symbol;Acc:MGI:1202875]	Btf3;Btf3;Btf3	Btf3	0.640805996	0.60767356	0.348119084	NA	0.168256923	0.195725548	NA	-0.849102434	-0.376451484
4062	ENSMUSP00000121940;ENSMUSP00000117571;ENSMUSP00000137067;ENSMUSP00000115672;ENSMUSP00000118391;ENSMUSP00000116214;ENSMUSP00000072508;ENSMUSP00000035883;ENSMUSP00000120661;ENSMUSP00000117205;ENSMUSP00000115852	ENSMUSP00000121940;ENSMUSP00000117571;ENSMUSP00000137067;ENSMUSP00000115672;ENSMUSP00000118391;ENSMUSP00000116214;ENSMUSP00000072508;ENSMUSP00000035883	1.2076	10.133	0.74072	9.7655	0.69398	14.111	0.85319	218.54	1.0784	12.839	0.81226	0.34199	72.571	0.47677	6.1815	0.38272	22.7	438720000	659130000	280170000	486830000	505030000	357200000	54703000	119650000	158200000	232120000	284540000	166750000	15913000	6645000	799690000	237410000	591890000	158520000	adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523];adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523];adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523];adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523];adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523];adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523];adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523];adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523];adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523];adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523];adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523]	Aamdc;Aamdc;Aamdc;Aamdc;Aamdc;Aamdc;Aamdc;Aamdc;Aamdc;Aamdc;Aamdc	Aamdc	0.272142662	-0.432999803	-0.527034009	-0.229061039	0.108892402	-0.299986495	-1.547973954	-1.068634636	-1.3856388
4063	ENSMUSP00000119981;ENSMUSP00000115704;ENSMUSP00000114559;ENSMUSP00000114766;ENSMUSP00000115506	ENSMUSP00000119981;ENSMUSP00000115704;ENSMUSP00000114559;ENSMUSP00000114766	1.1052	25.577	1.0073	23.495	0.67754	20.6	NA	NA	3.0975	123.64	0.92859	0.21219	42.383	0.16955	146.12	0.44737	188.34	769580000	660310000	82245000	149250000	1043700000	588830000	5544700	6436500	35980000	104820000	82242000	43751000	117760000	17112000	915460000	197540000	433220000	107470000	prostaglandin reductase 2 [Source:MGI Symbol;Acc:MGI:1916372];prostaglandin reductase 2 [Source:MGI Symbol;Acc:MGI:1916372];prostaglandin reductase 2 [Source:MGI Symbol;Acc:MGI:1916372];prostaglandin reductase 2 [Source:MGI Symbol;Acc:MGI:1916372];prostaglandin reductase 2 [Source:MGI Symbol;Acc:MGI:1916372]	Ptgr2;Ptgr2;Ptgr2;Ptgr2;Ptgr2	Ptgr2	0.144307467	0.010493419	-0.561621973	NA	1.631104282	-0.10688635	-2.236571428	-2.560217311	-1.16045958
4064	ENSMUSP00000115722;ENSMUSP00000122044;ENSMUSP00000138534;ENSMUSP00000071763	ENSMUSP00000115722;ENSMUSP00000122044;ENSMUSP00000138534;ENSMUSP00000071763	0.65181	86.651	NA	NA	0.8289	46.907	0.66745	50.629	0.69363	72.466	0.73072	3.7534	157.06	NA	NA	2.3158	109.79	70061000	28214000	22818000	5769300	15898000	18063000	32560000	13743000	97877000	116340000	151980000	50788000	20924000	15227000	21859000	20924000	115750000	74595000	"ribosomal protein 13A, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3648883];ribosomal protein L13A [Source:MGI Symbol;Acc:MGI:1351455]"	Rpl13a-ps1;Rpl13a	Rpl13a-ps1	-0.617476609	NA	-0.270730032	-0.583268329	-0.527761797	-0.4526094	1.908198046	NA	1.211510663
4065	ENSMUSP00000115723;ENSMUSP00000137601;ENSMUSP00000137510;ENSMUSP00000099567	ENSMUSP00000115723;ENSMUSP00000137601;ENSMUSP00000137510	1.3859	23.644	1.0864	45.631	0.84536	37.201	0.78957	20.999	0.96487	17.056	0.97781	0.74237	57.128	2.7965	190.82	3.0953	295.35	2092600000	2842900000	251410000	537460000	3220400000	1964600000	246730000	139920000	516760000	713950000	816190000	520710000	988380000	366950000	2293700000	739460000	1756800000	563830000	"phosphatidylinositol transfer protein, alpha [Source:MGI Symbol;Acc:MGI:99887];phosphatidylinositol transfer protein, alpha [Source:MGI Symbol;Acc:MGI:99887];phosphatidylinositol transfer protein, alpha [Source:MGI Symbol;Acc:MGI:99887];phosphatidylinositol transfer protein, alpha [Source:MGI Symbol;Acc:MGI:99887]"	Pitpna;Pitpna;Pitpna;Pitpna	Pitpna	0.470823163	0.119555385	-0.242362245	-0.34086092	-0.051593518	-0.032373935	-0.429789684	1.48362233	1.630079244
4066	ENSMUSP00000115729	ENSMUSP00000115729	0.92166	16.248	1.0431	5.6423	0.90181	17.583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39450000	46409000	18121000	40436000	33554000	37178000	0	0	8424400	10359000	10126000	8566700	0	0	0	0	0	0	expressed sequence AU022252 [Source:MGI Symbol;Acc:MGI:2140466]	AU022252	AU022252	-0.117693456	0.060877473	-0.149104587	NA	NA	NA	NA	NA	NA
4067	ENSMUSP00000115822;ENSMUSP00000095148;ENSMUSP00000107506;ENSMUSP00000115692	ENSMUSP00000115822;ENSMUSP00000095148	0.948	23.695	1.1882	45.242	0.86078	19.144	NA	NA	1.1576	22.78	0.91986	0.2973	7.3399	0.31288	36.627	0.37163	21.298	695150000	690310000	309340000	816270000	866920000	641870000	0	0	46755000	69155000	77393000	51069000	95632000	15688000	236320000	69889000	354550000	93521000	"family with sequence similarity 129, member A [Source:MGI Symbol;Acc:MGI:2137237];family with sequence similarity 129, member A [Source:MGI Symbol;Acc:MGI:2137237];family with sequence similarity 129, member A [Source:MGI Symbol;Acc:MGI:2137237];family with sequence similarity 129, member A [Source:MGI Symbol;Acc:MGI:2137237]"	Fam129a;Fam129a;Fam129a;Fam129a	Fam129a	-0.077041036	0.248777694	-0.216283537	NA	0.211136827	-0.120513791	-1.750008632	-1.676318654	-1.428061126
4068	ENSMUSP00000116528;ENSMUSP00000115871	ENSMUSP00000116528;ENSMUSP00000115871	NA	NA	NA	NA	NA	NA	NA	NA	1.0442	4.9294	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	11749000	10906000	4156000	4107600	0	0	4206800	7415700	2311600	8107900	"SLAIN motif family, member 2 [Source:MGI Symbol;Acc:MGI:1923241];SLAIN motif family, member 2 [Source:MGI Symbol;Acc:MGI:1923241]"	Slain2;Slain2	Slain2	NA	NA	NA	NA	0.062398064	NA	NA	NA	NA
4070	ENSMUSP00000115974	ENSMUSP00000115974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5010300	4929700	4062500	2962400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"spectrin beta, non-erythrocytic 5 [Source:MGI Symbol;Acc:MGI:2685200]"	Sptbn5	Sptbn5	NA	NA	NA	NA	NA	NA	NA	NA	NA
4071	ENSMUSP00000134957;ENSMUSP00000128841;ENSMUSP00000120536;ENSMUSP00000119842;ENSMUSP00000116020;ENSMUSP00000116006;ENSMUSP00000118839;ENSMUSP00000123409;ENSMUSP00000116639;ENSMUSP00000135391;ENSMUSP00000046067;ENSMUSP00000110057	ENSMUSP00000134957;ENSMUSP00000128841;ENSMUSP00000120536;ENSMUSP00000119842;ENSMUSP00000116020;ENSMUSP00000116006;ENSMUSP00000118839	NA	NA	NA	NA	NA	NA	1.6783	73.518	1.2262	15.068	1.1068	NA	NA	NA	NA	1.0027	76.765	0	0	0	0	0	0	4281000	6826900	18591000	29875000	45454000	55631000	0	0	0	0	13675000	14641000	special AT-rich sequence binding protein 2 [Source:MGI Symbol;Acc:MGI:2679336];special AT-rich sequence binding protein 2 [Source:MGI Symbol;Acc:MGI:2679336];special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084];special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084];special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084];special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084];special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084];special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084];special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084];special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084];special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084];special AT-rich sequence binding protein 2 [Source:MGI Symbol;Acc:MGI:2679336]	Satb2;Satb2;Satb1;Satb1;Satb1;Satb1;Satb1;Satb1;Satb1;Satb1;Satb1;Satb2	Satb2	NA	NA	NA	0.747000624	0.29419431	0.146394549	NA	NA	0.003890027
4072	ENSMUSP00000120444;ENSMUSP00000116028;ENSMUSP00000117493;ENSMUSP00000118881;ENSMUSP00000121158;ENSMUSP00000114803	ENSMUSP00000120444;ENSMUSP00000116028;ENSMUSP00000117493	0.59451	74.942	0.19946	24.7	0.39782	14.786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32899000	23753000	44471000	14622000	34022000	14668000	0	0	0	0	0	0	24867000	15838000	12934000	10107000	23763000	11046000	myosin VA [Source:MGI Symbol;Acc:MGI:105976];myosin VA [Source:MGI Symbol;Acc:MGI:105976];myosin VA [Source:MGI Symbol;Acc:MGI:105976];myosin VA [Source:MGI Symbol;Acc:MGI:105976];myosin VA [Source:MGI Symbol;Acc:MGI:105976];myosin VA [Source:MGI Symbol;Acc:MGI:105976]	Myo5a;Myo5a;Myo5a;Myo5a;Myo5a;Myo5a	Myo5a	-0.750227018	-2.32582864	-1.329812287	NA	NA	NA	NA	NA	NA
